"geneid","ex_meth_logFC","ex_meth_logCPM","LR","PValue","GE_logFC","GE_logCPM"
"SPU_000114",0.135253756507453,7.65320830836724,0.108202641541729,0.742199755057827,0.296321540619002,7.00050737379325
"SPU_000135",0.0666505963695462,7.32365649557937,0.0209231621810351,0.884988474399923,-0.0199918842013942,5.37530919230473
"SPU_000138",-3.43011820090271,3.91289224013759,7.20325145593147,0.00727716156695247,0.00930882046813833,5.33589607461437
"SPU_000144",-0.0713760804544791,6.22726192757653,0.0114140844069794,0.914918517066342,-0.318711493587477,4.89422380954866
"SPU_000145",1.61188930367869,4.86973573668989,3.18054797325991,0.074519735029239,0.126370039222185,4.77012745897547
"SPU_000146",0.499894688642673,3.48946644253645,0.238921303257435,0.624986294128612,0.000925563704497647,5.56173747538862
"SPU_000159",0.473422514114315,8.52895165078862,1.59385015198382,0.206776915872647,0.239579728028617,10.8670177040051
"SPU_000166",0.0950915205335596,7.72305867330117,0.040109890550454,0.841265874901147,0.200243499242792,4.67493707557717
"SPU_000169",0.374877525521007,4.89138926368795,0.131389964873452,0.716995206696672,-0.00202835568219049,5.14902661826547
"SPU_000170",0.585967163412074,5.59281087964392,0.66700730412111,0.414096946794367,0.104710048631548,8.05858749799339
"SPU_000176",1.21568121205495,5.54758454812906,2.39479729333812,0.121739529248943,-0.397420528908126,6.18143416654178
"SPU_000195",-1.33870507137634,4.57061041469326,2.39109825728178,0.122027872744535,0.0407173651750584,4.86445662617079
"SPU_000202",0.348839959222534,7.3454321422877,0.551436397513084,0.457731376177419,-0.138311102438992,4.73248597136868
"SPU_000208",0.0440393231385302,8.11677157358329,0.0126135935083549,0.910577410475644,0.0577223763007823,3.04387497100984
"SPU_000217",0.916776961174435,4.19485450754934,0.56446275791307,0.452467697318119,-0.26199271310703,3.29133873909804
"SPU_000225",-0.122544524003837,7.45873411679847,0.0812795621711351,0.775570818924975,0.167044042651199,3.77876580653409
"SPU_000227",1.32505840732425,5.68171236734163,2.82366187547516,0.0928842766325723,-0.123910958645287,2.13029854409897
"SPU_000239",-0.206353421672147,4.53779804674519,0.0329805096076949,0.855892436022243,-0.439426033994407,2.84387332000075
"SPU_000241",-1.24700824484854,6.1093168175806,2.88613231912726,0.0893451759313206,0.124935630214364,8.91870938002431
"SPU_000243",-1.01711161262391,5.86037207230635,1.79379952944139,0.180463912703024,0.222643752579507,6.87354673419827
"SPU_000247",1.16771925872406,8.23054864772851,7.28379022733249,0.00695795724181979,-0.280124290595919,1.91279410553815
"SPU_000252",0.138514145837828,8.72430099198364,0.143879076420337,0.704454738061278,-0.11608377950459,7.6301735278442
"SPU_000255",-0.138468388005753,7.87578440206869,0.100835976524078,0.750828726630294,0.0484789240965055,2.96192264415399
"SPU_000259",1.36963347576924,5.93754278966576,3.32034472235137,0.0684274796701939,0.170812709339909,5.94423338217713
"SPU_000276",-0.157701247684825,4.80739321100998,0.0146795822682719,0.903564839895689,0.118682471583131,3.79401584433588
"SPU_000279",-0.255300774009277,5.26473025248943,0.0951786351365893,0.757694027051515,0.0919220682382356,4.06207468956583
"SPU_000304",-1.73248803076342,3.21330382214707,2.56739857275333,0.109086990155253,0.441660645683209,0.834921173891499
"SPU_000308",-0.520418135388262,4.09829438979094,0.273717814307842,0.600848664195003,-0.0305242151313234,3.66901354637891
"SPU_000313",-1.08804263002535,4.89162967931211,1.57232478171498,0.209869720019957,0.0787558913375589,4.89769128870761
"SPU_000316",-1.05201105687196,5.04267052658084,1.01810879292375,0.312968029173184,0.100353443049315,4.82112412394607
"SPU_000346",0.517798285450046,4.03205965813445,0.338086955302417,0.560935554432582,0.36376518582492,0.168955556641671
"SPU_000356",0.162977131680553,4.98666542592797,0.0298920632475568,0.862735366226204,0.290504061243535,1.27976621254024
"SPU_000362",-0.103817763945961,9.65747938423901,0.0964108039337566,0.756180081263389,0.437792858066311,0.675759947238038
"SPU_000372",0.258866118698309,5.00693711998082,0.0492572685613339,0.824360758122304,0.18405847539421,3.06386267226642
"SPU_000381",-1.60241775347138,4.57172633783474,1.69596363794703,0.19281669235593,0.678924517929482,8.24541920233711
"SPU_000382",-0.353084286693057,5.22658978543862,0.156028486841361,0.692839630641108,-0.106046883595038,1.9107687249281
"SPU_000396",0.522481749236583,5.24468943845815,0.437765388823157,0.508202983583839,-0.378601910532967,3.13740051344373
"SPU_000435",-0.322396320743041,3.43328342123169,0.109784516859506,0.740389593735103,0.494801077685484,2.05950078892857
"SPU_000439",0.484936601661946,7.28382487921866,0.716088346249016,0.397430007687409,0.263249487643953,8.17152925275242
"SPU_000440",-2.26795603544105,5.23255481126336,5.66515173543911,0.0173052199408743,0.0751884589967262,6.93337858694034
"SPU_000441",0.260356524956777,6.47779531458929,0.143329053943477,0.704993657847894,0.718269546225855,7.69707060503224
"SPU_000468",-0.281913145393223,5.61951588445693,0.136148774785013,0.712140072422828,-0.163183246675864,3.02395283908266
"SPU_000471",0.31746900900104,9.17646281236469,0.692874663419357,0.405188318887729,-0.258273140211925,2.26641296367909
"SPU_000480",0.425586543113734,5.76916589441205,0.301826849811858,0.58273941025857,-0.134136579165775,4.33422123367927
"SPU_000484",-0.279174537922627,6.76555734162147,0.143077604645253,0.705240425241784,-0.0403178142523544,5.148221821261
"SPU_000508",-1.87840599464458,4.48079187719646,3.46294168962055,0.0627585700109064,-0.154676193564805,6.34104065261348
"SPU_000513",-0.359395042035735,7.35510876484824,0.614817597745154,0.432979644151132,0.0210034620788517,10.528917445917
"SPU_000514",0.137332318016224,6.63728483646341,0.0540403670121385,0.816176215842117,0.0200339439683441,6.98434139811336
"SPU_000545",-0.905174593319712,7.11662516015466,3.73007329940567,0.0534410484907009,-0.133331783632278,4.78836993986201
"SPU_000555",-3.82578828099961,3.87032340740033,10.093542426671,0.00148789802318289,-0.21251182094051,2.90113838383062
"SPU_000563",-1.16173680174917,6.3674339714615,2.6893346838604,0.101021987110647,-0.18208857928418,5.07612024691888
"SPU_000565",0.727850548210314,4.67283634439939,0.446004381273067,0.504238542856396,0.118349719722505,5.35459980039003
"SPU_000590",-0.774121803380145,5.35207827101727,0.853316402269969,0.355615833529548,-0.228802619085178,4.71080680635063
"SPU_000595",1.17807920377532,5.27436662992609,1.51455148769542,0.218445881221963,0.100140364989608,11.2773040254995
"SPU_000599",-0.28040447278945,6.99285013711189,0.292659020842533,0.588521584371041,-0.144526721749334,3.17351166934365
"SPU_000621",-0.575461532792094,5.30261634823672,0.437764853658221,0.508203242833174,-0.375115321826053,9.13511549260616
"SPU_000634",0.115145413032223,6.43716943558584,0.0424933699693375,0.836682178731857,-0.0722536549509977,3.26749086938924
"SPU_000635",-0.452296987464448,8.1061881083287,1.3972280345403,0.237188239857067,-0.597385521811907,1.17689678257028
"SPU_000645",0.550214266944853,6.76272643281265,0.905292707377264,0.341366494782553,-0.26540028158284,3.79144298884827
"SPU_000652",-0.0737808602626744,6.58515615133181,0.0164622551462275,0.897907355136246,0.107945902628821,2.32098873321988
"SPU_000680",-0.765568985057054,2.81235897471783,0.548650301540196,0.458869705163029,0.0322826339353284,5.52751546965181
"SPU_000682",-0.0755473381909857,8.48521380339786,0.0367939329265567,0.847885204102307,0.399125292468432,3.97629515821082
"SPU_000683",0.633294131966191,7.24013885680855,1.32745654948166,0.249258204759074,0.101329465605187,6.78965064542912
"SPU_000687",-4.54497505739781,2.94327832498058,12.3159759205842,0.000449097841848636,-0.484845122161817,2.570792215281
"SPU_000692",0.578075292406058,5.79860386834423,0.643257897551738,0.422533521667794,-0.405992091739236,1.14955809786194
"SPU_000694",-0.697911655774654,6.10478918944708,1.14317709899634,0.284981990137013,0.268242293662415,3.85231168211667
"SPU_000703",0.185687169756076,7.52198650637581,0.163195391021881,0.686231475995928,-0.076319611524533,3.7746874039845
"SPU_000712",-0.401362139342234,7.52706175231584,0.743215209874331,0.388632874390103,0.36484948828369,7.58836358209562
"SPU_000719",-0.342255069774395,6.66255507350262,0.289005368317452,0.590858619694748,0.209028843454222,2.57985578393227
"SPU_000733",0.0490651526969483,6.10440482639464,0.00585367912571844,0.939013883415898,0.211724626529279,2.04357797233608
"SPU_000739",0.102110295273397,8.3960413157228,0.0566725248460394,0.811834621431534,-0.26071508003078,4.42800094059716
"SPU_000746",-2.73047901963134,6.4098032975846,19.032189894422,1.28531791870265e-05,0.639058053697479,2.63577003834794
"SPU_000751",-0.19448085496043,6.77063226342245,0.107233141450394,0.743316424258685,0.179150861246394,-0.186854017250556
"SPU_000765",1.11871845223649,8.68473854712712,7.29108121796148,0.00692977581376779,0.329768298131821,1.22676627624015
"SPU_000773",-1.1746810512873,5.49999536566287,1.45208018145717,0.228194462902166,-0.15783984518571,2.3983417460344
"SPU_000784",-0.193336793323721,6.2020720909941,0.0906610119949471,0.763338491745816,0.193539839384959,7.70914735494396
"SPU_000791",-0.784001562025439,7.38698899979223,2.52266345550366,0.112220896435188,-0.558027746151437,1.185637149746
"SPU_000792",0.882814676984886,5.54412603442891,0.895019623681971,0.344120652712228,-0.072009039230183,0.340855031065475
"SPU_000793",1.77350180208653,6.56066748823553,8.94832177340264,0.00277724611102435,0.134778939165037,6.01950449353178
"SPU_000796",-0.20621127877494,6.31457697182853,0.0838783895773254,0.772108754269786,-0.164334519057169,7.0177824827733
"SPU_000802",0.4500268990204,6.02148191004464,0.514205734144713,0.473323871828641,-0.349562314841912,2.16279954642926
"SPU_000816",-2.44337149940557,6.28536290039125,15.9958752625934,6.34806386134809e-05,0.4899105190815,1.30849307093267
"SPU_000825",0.0989915107262506,5.28913832376287,0.0112468713679181,0.915541675803477,0.587451792841765,6.06900586657815
"SPU_000830",-0.396208114617927,4.99767963852413,0.198383522275859,0.656028796154286,-0.0295979848982353,6.04968781417657
"SPU_000832",0.0295386848396844,4.90142564040217,7.91242848361406e-05,0.992902764223027,0.177675150516435,6.69697019672952
"SPU_000841",-1.80308938389791,7.04646574470343,8.037616282696,0.00458157878750045,-0.0227335048801167,5.57686627064323
"SPU_000842",2.70221385901093,5.217928133549,8.68908769739314,0.00320120816490978,-0.166397601114924,5.48676030279787
"SPU_000865",0.886812043531314,5.78801984309554,1.38424469984806,0.23937944172714,-0.0982527545640802,4.71890968398228
"SPU_000869",-2.65668957404557,4.00966560344667,6.36573848460631,0.0116344664977313,-0.0190388465684926,5.42983171481249
"SPU_000891",0.642534826973075,6.66387128693603,1.41208716671887,0.234710220512436,0.67860716495303,1.97699164101874
"SPU_000902",0.773620638889723,7.25460148754433,1.94264085036777,0.163382081374841,0.00122353513196272,9.6838618113138
"SPU_000907",0.480039665703739,4.99303295360386,0.315191084600411,0.57451206137052,-0.133639294774222,1.22273111140194
"SPU_000909",-0.442016858617977,5.20366092336561,0.293193158434523,0.588181508244,0.317004714223643,7.57415074774379
"SPU_000920",-0.0526205909807652,6.93425979511641,0.0113679238640554,0.915090081266028,-0.137893812935842,3.79071633046708
"SPU_000931",-0.914045124152266,5.62717724348491,1.11602647482627,0.290775668312114,0.33021233747545,0.469925331341629
"SPU_000934",-0.375561439917812,5.94479853199248,0.359825166362817,0.548603349652263,-0.396841683723853,2.83663029061627
"SPU_000937",0.180382393295292,8.15298868900283,0.18233300265911,0.669375913912018,0.140195819914279,1.31348940634512
"SPU_000952",0.512195357553264,5.38228914060205,0.442244788412875,0.506040976855853,-0.089792972194181,2.8103359929396
"SPU_000956",0.761519292392356,7.1428824788331,2.04434074227498,0.15277315385636,0.27214603298718,1.7552685567652
"SPU_000957",-1.68908910757973,5.27391566776574,3.75826636346657,0.0525470336839446,0.0928299775899471,2.68038248086441
"SPU_000961",1.94886798197465,4.35117539977667,3.25362231180407,0.071265801356984,-0.0853389330803653,9.68179152499074
"SPU_000969",1.2045978036844,4.49062705211357,1.25557444138568,0.262490453831156,-0.292928384725858,2.14250726410898
"SPU_000971",1.19644793780866,4.63801942860483,1.45053421699336,0.228442252222744,-0.113395535736838,4.86642838643371
"SPU_000972",-1.54678892562793,6.35218327841425,4.60330817512135,0.0319103243336722,0.491141626007329,2.42989255599819
"SPU_000974",0.409847893556271,7.55038511190769,0.799870572189716,0.371132069125049,0.222650692700434,10.1317471803702
"SPU_000975",2.40975559579966,3.96721834293399,4.07942917249816,0.0434083211022415,-0.209740527364448,1.99822671409376
"SPU_001012",1.32426871401038,4.20154633032466,1.55610636791357,0.212236234760699,0.132467513650124,6.94533558086029
"SPU_001038",-1.16363192893779,6.04272503752524,1.9722055261828,0.160213952290133,-0.309162029829121,0.241497940822477
"SPU_001041",-0.512068550702213,6.44957898566264,0.781298327724557,0.376744358940035,0.277787545579556,4.95167888801459
"SPU_001059",-0.412120455577618,7.59685543095317,0.784768038114967,0.375686859432263,0.411832616488423,3.50947728586565
"SPU_001087",2.05943364185566,4.99205014620927,4.81424661675445,0.0282254073804703,0.061026450480633,5.41474956017774
"SPU_001113",-0.48270717203079,6.60989727576695,0.470115366529294,0.492934099339642,0.0975786851873083,3.95467925927605
"SPU_001128",-3.53497355981452,5.14616720400533,11.789185353187,0.000595757999007865,-0.72775583474172,1.15785395107245
"SPU_001129",0.0925686771171664,7.05390856309246,0.0245746082482743,0.875431709186897,0.0212191384907107,2.52277721492942
"SPU_001138",-0.358216945482928,4.85755245927706,0.153275843916147,0.695424296626652,0.0162875359635679,10.1123567210929
"SPU_001152",-0.10694477225492,5.00726617495074,0.0169533486332263,0.896404218754231,0.0254678175650805,5.62667869059985
"SPU_001181",-0.738694218807312,2.91531594735989,0.467347219699185,0.494210109589492,0.27761837993689,1.17159379543073
"SPU_001193",1.29604314892952,4.53359248158897,1.41519777525025,0.234195445756323,-0.0895021842126798,4.78875477118384
"SPU_001198",1.06036234917905,4.9170390849658,1.47236599316383,0.22497276400401,0.235414156751719,7.33913602414204
"SPU_001211",-0.925523944205687,5.25631928006386,0.5222030345676,0.469903440140444,0.0665477041847645,5.42348528004035
"SPU_001212",0.266715867653101,7.02002902165905,0.274699510849267,0.600196580566009,-0.27411570786178,2.50557543674518
"SPU_001214",0.330998888024242,5.09129087485006,0.160196441806304,0.688975722007486,-0.525149179567188,3.33857238493122
"SPU_001242",0.737791398162323,5.21748117139874,0.469810943611053,0.493074156175536,0.31648549966866,7.0890730927334
"SPU_001247",-1.72054406558082,5.09205571806684,2.40521152683894,0.120931776999746,0.187453679279977,7.38147303466913
"SPU_001250",0.813026904337757,5.29884142409614,0.645605781782569,0.421688122265386,-0.103669971345131,6.427042961695
"SPU_001254",0.426296640624585,7.58525624117706,0.923259531811699,0.336620578630577,0.753343032662737,0.257676841379182
"SPU_001256",-2.1437063484478,3.6190840922391,3.21198271001346,0.0731008511297998,-0.0137443280422345,4.14927036613063
"SPU_001263",-2.7682533787326,5.00818065391973,7.73035457520047,0.0054300084921266,-0.121820357836597,4.00721401450247
"SPU_001264",-1.13131500359417,4.69682749708323,0.724807057455944,0.394571619662461,-0.103040072699289,4.52560102586059
"SPU_001279",0.0305358243408468,7.39546540978999,0.00268267258717003,0.958692419905535,-0.0439773681720031,5.92828044470595
"SPU_001281",-1.30149960385942,7.4490815330351,8.93074588284539,0.00280409811023891,-0.446290888259698,3.7120435811758
"SPU_001288",0.556532110757004,7.27671610888128,1.26686185031809,0.260356221194946,-0.174328993677198,4.1462681767131
"SPU_001289",1.07620350247526,6.3028441562817,2.13796448283414,0.143692440620609,0.0695559841497279,3.34225957875368
"SPU_001298",-1.23553474311668,4.36358568667296,1.06913132686836,0.301141740927759,-0.187406327970886,0.882751508796956
"SPU_001312",1.39562866131736,6.96478293830917,5.18255631665794,0.0228147341812577,-1.30484896744764,0.975646028722959
"SPU_001316",0.00829029551555186,9.12089935637994,0.000572713190068019,0.980907306472183,-0.053228236771803,4.80452259969335
"SPU_001318",-0.560225407609551,6.12424642991759,0.60357732474181,0.43721636064519,0.0778278265690253,2.62609634946827
"SPU_001319",0.234801053464844,6.66334643042083,0.167490966727535,0.682351359717108,-0.0714609614482393,1.65684484882338
"SPU_001324",0.485212640030155,3.47909788136344,0.2368574462621,0.626485103246857,-0.641705739451758,2.41155440872877
"SPU_001330",-0.429882694473257,4.12387175825254,0.168036085541873,0.681863131092413,-0.0830140225882189,6.50831104796795
"SPU_001352",0.724375143126881,7.32722648346349,1.90667814678788,0.167332722815282,0.0301484299161677,6.16169431508403
"SPU_001368",0.987185719130922,5.25514483317692,1.17318079173639,0.278748636104338,0.0552245944549724,7.89531625082103
"SPU_001388",0.0681265948586186,7.97197874708332,0.0265041733207836,0.870675102219185,0.0816231505163321,8.58325403977163
"SPU_001389",-1.02973910252453,6.39637907728148,2.85303608388484,0.0912015568534572,0.251987376494964,3.52966513495042
"SPU_001393",-1.1657978385396,4.32543190890093,1.51068667461879,0.21903433581624,-0.0856854654566318,4.07321977975221
"SPU_001396",0.544672762868875,3.46183429166705,0.261077106802066,0.609381131916142,0.0975705342868149,4.1321612533997
"SPU_001410",-3.11875912693117,3.66366191171689,8.7425675889459,0.00310866491211294,-0.184196700036999,1.31912558258597
"SPU_001425",0.648678080191692,4.93711451394888,0.483283801706424,0.486938642467672,0.491582405564655,0.102368675470712
"SPU_001451",1.1634705511739,5.44261469845568,1.30682858647232,0.252969660783628,-1.0253500762854,0.952702665178684
"SPU_001452",-0.645210409172008,6.17133212405779,1.14662309218959,0.284257171988696,-0.146580362975847,8.17942951594076
"SPU_001453",-0.0312610799694805,8.05482924060261,0.00614313745995609,0.937527238287999,-0.803034448451955,0.433401953191906
"SPU_001454",1.19699754359115,6.35861474566261,3.75392632374112,0.0526836207573929,-0.266634254211384,6.64404033385957
"SPU_001457",1.09682378268157,4.51712494574707,1.5207541123097,0.217505409239179,-0.100109230062955,3.66670662955454
"SPU_001459",0.424277889815528,6.2728767745444,0.306112625929782,0.580075488226588,-0.0645388523137759,1.18972239023629
"SPU_001464",2.37327229861258,6.33465940541547,12.4125902803536,0.000426448937371679,-0.201697767584717,1.80649027419978
"SPU_001480",0.157896013029671,4.8492020058477,0.0395147155709985,0.842432426798268,-0.169136139799157,3.19578519959397
"SPU_001483",-0.241431360206687,8.28149686107394,0.430697028494959,0.511647125070497,0.0470440641125139,4.07622756973286
"SPU_001491",-0.0436110306399398,3.35697320500494,0.000969541354333359,0.975159916163484,0.215711419203103,3.60054192291762
"SPU_001496",-1.18166698009856,4.34032406449357,1.74266912031804,0.18680098662876,-0.00635063791274377,4.33714027233422
"SPU_001498",-0.00130187028248977,3.03863803586793,0.0100680228723125,0.920074769133607,-0.0342701889714129,5.7483534960639
"SPU_001500",-0.322639280228651,8.22529328819143,0.619731843053481,0.431146952198784,-0.0525199090916717,7.52318555842283
"SPU_001508",0.563409646885566,5.28394426563332,0.303234813263401,0.58186155431583,0.0946714969796918,5.21392993058469
"SPU_001518",0.291215931711123,6.98223538572535,0.296667819908376,0.585978978936578,0.215646256260828,8.13896401638735
"SPU_001525",1.52075346555123,4.00767769264641,2.33362432638878,0.126606794268418,0.00477329883469279,2.65225609028194
"SPU_001528",-0.100763318029817,6.52638363036655,0.0345713558881544,0.852496722376892,-0.134540895148566,4.37005203828376
"SPU_001532",-0.277906196866383,5.73877574143717,0.160135137544368,0.689032129435423,-0.10453974018273,2.69846838695929
"SPU_001533",1.60132367220155,4.99160427630157,2.79408566396161,0.0946127217273574,-0.266533943173032,4.00344146937846
"SPU_001539",0.742776715924675,5.73804914760945,0.802450078853727,0.370361844331375,0.00707355954031346,5.79022595054927
"SPU_001545",-2.00816640008012,6.99899684494611,14.5928170146719,0.000133422144955969,-1.28179433173592,0.54445263457325
"SPU_001552",-0.949681228986612,4.57771637215282,0.924254944859488,0.336360237274869,0.298934727764265,2.83573176698743
"SPU_001555",0.272473154327861,6.97591181977841,0.311803193957236,0.576575775736958,-0.154749480685678,2.70618254888681
"SPU_001557",0.333208155439579,4.78752926719487,0.169469395258859,0.680583803990117,-0.414876996726655,1.87210187260826
"SPU_001558",-0.523072706164017,6.07795940268941,0.555039556899263,0.45626581384792,-0.151683053135121,1.69702852790664
"SPU_001570",-0.0759540652003462,5.52927559471447,0.0099210150920217,0.920658485823571,0.0607096503898573,6.15592325470651
"SPU_001572",0.271205635079498,4.93523683839717,0.118669429161521,0.730482105266634,-0.047891438472993,5.6981562623728
"SPU_001584",-0.269077681333262,5.72402188394343,0.113297583023306,0.736420670301538,-0.189054262731088,6.19624794292476
"SPU_001594",-1.01668224380091,4.84484473882599,1.01663721934663,0.31331800033401,0.119876053734648,6.07662603404781
"SPU_001597",1.08199223949884,6.24436729501545,2.74438581109325,0.0975965712764082,0.0305442196747222,4.87343688907686
"SPU_001599",-0.980888044486654,4.692990537257,1.07280219181015,0.300313353815481,0.0616170965251661,5.30903878006948
"SPU_001624",0.255262475363798,8.55727669255269,0.425887981454682,0.514013582096997,0.125185318076099,7.40334638482257
"SPU_001633",1.11950724142708,4.52982990728936,1.48358688615841,0.223214162874655,-0.0820284533985803,3.00392672691501
"SPU_001638",0.104326605903471,7.81695502171997,0.0559380376946041,0.813035213762146,-0.129841638027659,5.14767099557031
"SPU_001640",0.381646029635953,4.15565886300983,0.172702314450149,0.677721257899904,0.195324724848842,10.8300628585963
"SPU_001643",-0.268882639121988,8.37934291413222,0.395599642261422,0.52937058005028,0.476869377882691,1.07472874531293
"SPU_001665",-0.529330832601484,4.99239199508897,0.347571910018837,0.555490841552271,-0.0666498409294469,5.09035022590207
"SPU_001669",0.49946966572546,6.08261373849028,0.526207611996013,0.468205636543734,0.0756496147497554,2.52183146623815
"SPU_001690",-0.139226448096029,5.04938962863898,0.0163557402096934,0.898236371093393,0.139357422304638,6.9358721611514
"SPU_001719",-0.578671286360116,6.86158783938805,1.08727022330431,0.297076831489991,0.116864705078564,4.18127131144824
"SPU_001720",-0.415798596878208,5.3168054272118,0.247363819547537,0.618937440401457,0.15095967424231,4.365080438383
"SPU_001723",1.81566081869418,6.5710291217433,8.68882088034579,0.00320167682441887,0.310523462672143,0.85735596489877
"SPU_001726",0.0241016309904909,6.24625047007867,0.00135972017179498,0.970585164714269,-0.054313709812266,5.56730523166478
"SPU_001730",0.127480074315525,2.3479695645066,0.00272584585733959,0.958361656774177,-0.108274703950345,5.10140952174652
"SPU_001739",0.638292241302149,8.13912974015151,1.90646419155809,0.167356551484755,0.0807398930183673,5.98643770255307
"SPU_001742",-0.388408604175899,3.200774853779,0.14218274702794,0.706120636939305,0.0779520503999637,3.60912621088099
"SPU_001749",-0.368080231788933,5.74138347855943,0.184501940756141,0.667532552784848,0.256810003449706,0.498161351824964
"SPU_001752",-0.654691616615892,7.49906944501395,2.04564317676233,0.152642459808314,-0.276374451635828,5.67854396941642
"SPU_001753",-2.52955361833732,2.90966763878659,4.41815668109782,0.0355584295542357,-0.0791876247231457,1.36903688815047
"SPU_001754",1.03139499549138,4.81970406456373,1.06183252319785,0.3027976007715,0.81435348094921,0.0548984571081338
"SPU_001762",-1.71901955652691,4.67668651283989,4.06821492120904,0.0436974297322648,-0.157583187224099,4.20511241198733
"SPU_001768",1.27250704911631,6.70642679301591,4.69128220514281,0.0303160170208414,-0.291303034603583,4.82299163235394
"SPU_001774",0.918452060612541,6.43578280430922,1.97731865540267,0.15967316604979,-0.00360756711907296,8.61491051163607
"SPU_001785",0.149574543234153,6.42459021819667,0.0706497447377021,0.790393091469419,-0.106707596117986,9.04085953709274
"SPU_001786",0.00356865224214912,7.23900551676945,0.000107450408364684,0.991729413290158,-0.241556020527956,3.91620375109005
"SPU_001797",0.056194388001734,7.58153778835091,0.0125227739788194,0.910898572821315,-0.586459709216009,3.77455148246412
"SPU_001799",-0.110103461521612,6.53258941894739,0.0361163492679326,0.849275420059277,-0.10327417609401,7.53596987056612
"SPU_001808",-0.942443212096624,4.42278469816218,1.0820735406099,0.298234153538772,0.047825560436232,5.17197038505956
"SPU_001860",0.94240280691881,4.95013030265227,1.00719974097262,0.315574630271358,-0.247175909086834,5.26382174749589
"SPU_001876",-0.479422403391788,7.78962101259314,1.00669678893041,0.315695488724673,0.291984670517198,2.72358404986445
"SPU_001883",0.00605964407182073,5.45875488916733,1.29366877619219e-05,0.997130206330789,-0.0216924923805945,4.81182475364533
"SPU_001892",-0.400054394588351,3.2992197154235,0.0667264110290358,0.796164151550423,-0.00963484838220394,3.16031516413441
"SPU_001924",-0.0999505913828654,6.27420257972319,0.0300469326667634,0.862383782651448,-0.244464125295245,5.73366846981513
"SPU_001928",0.446717576582481,7.59330311526753,1.05056215599013,0.305377652821046,-0.153389213241902,7.38652281967111
"SPU_001937",-0.365025804313804,5.53154264288219,0.177745921582773,0.673317559020514,0.108329789887387,4.30441265284647
"SPU_001955",0.214669145738724,5.00615163794901,0.0535279222374925,0.817034344094516,-0.383341890990864,0.550821082673425
"SPU_001956",-0.300373516213277,7.36238332142711,0.337567457825296,0.561236707986246,0.307818245579247,2.9639998169419
"SPU_001958",-1.4053941843218,5.19603047898622,1.48750908418411,0.222603342026297,-0.219150346996817,1.50558787170455
"SPU_001962",-1.08064176421827,6.23527779389796,2.39180976452386,0.121972351302282,0.237680713319703,4.03872914554014
"SPU_001968",0.999028286129098,4.7628708650466,0.999283222531705,0.317484009207165,-0.187538117512199,1.30457610518526
"SPU_001998",-1.35688078457004,4.37655893606293,1.86956273310645,0.171525168627078,0.111979263995003,7.68983278430794
"SPU_002003",1.84430004164698,5.78355752454701,4.5764673185801,0.0324139746226176,-0.35130279829334,7.89658852973792
"SPU_002008",-0.718286449362917,6.17850562150952,1.47150278504342,0.225108737692384,-0.0954121689239217,5.05043287965994
"SPU_002024",-0.0105757059401627,5.58306817934096,0.000233088973747186,0.987818968814111,0.110446287587424,6.89940253770366
"SPU_002025",4.43704510097468,5.61816550315067,20.2471811552196,6.80536603188323e-06,-0.482732825119414,3.00205528227878
"SPU_002027",-0.200000188845739,7.22752853410923,0.189405068276864,0.663412235888113,-0.480211569387711,2.65504024485372
